Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
92,10.25,1.4,Rakieem SALAAM,5-Apr-90,USA,2,"Columbia, MO (USA)",16-May-10,1122
92,10.25,1.2,Curtis MITCHELL,11-Mar-89,USA,1f1,"Austin, TX (USA)",28-May-10,1122
92,10.25,0.3,Giovanni TOMASICCHIO,27-Mar-82,ITA,1f1,Rieti (ITA),30-May-10,1122
92,10.25,1.8,Joshua NORMAN,26-Jul-80,USA,1f1,"Walnut, CA (USA)",6-Jun-10,1122
92,10.25,-0.5,Joseph Obinna METU,12-Jul-88,NGR,1,Calabar (NGR),25-Jun-10,1125
92,10.25,,Tremayne GILLING,27-Jul-90,GBR,1,Gateshead (GBR),17-Jul-10,1122
92,10.25,2,Mark FINDLAY,20-Mar-78,GBR,1f13,Lee Valley (GBR),4-Aug-10,1122
92,10.25,1,Rubin WILLIAMS,9-Jul-83,USA,2,Tallinn (EST),8-Aug-10,1122
92,10.25,-0.5,Femi OGUNODE,15-May-91,QAT,1,Aleppo (SYR),18-Sep-10,1125
1,9.58,0.9,Usain BOLT,21-Aug-86,JAM,1,"Olympiastadion, Berlin (GER)",16-Aug-09,1356
2,9.69,2,Tyson GAY,9-Aug-82,USA,1,Shanghai (CHN),20-Sep-09,1316
3,9.82,1.4,Asafa POWELL,23-Nov-82,JAM,1,Szczecin (POL),15-Sep-09,1269
4,9.89,2,Darvis PATTON,4-Dec-77,USA,3,Shanghai (CHN),20-Sep-09,1245
5,9.91,-0.2,Daniel BAILEY,9-Sep-86,ANT,2,Paris-St-Denis (FRA),17-Jul-09,1239
5,9.91,2,Nesta CARTER,11-Oct-85,JAM,4,Shanghai (CHN),20-Sep-09,1238
7,9.93,1.1,Ivory WILLIAMS,2-May-85,USA,1f2,Rethymno (GRE),20-Jul-09,1231
7,9.93,0.9,Richard THOMPSON,7-Jun-85,TTO,5,"Olympiastadion, Berlin (GER)",16-Aug-09,1231
9,9.94,1.7,Michael RODGERS,24-Apr-85,USA,1f2,"Eugene, OR (USA)",7-Jun-09,1227
10,9.97,-0.1,Churandy MARTINA,3-Jul-84,AHO,1,"Blankers-Koen Stadion, Hengelo (NED)",1-Jun-09,1217
11,9.99,0.4,Lerone CLARKE,7-Jul-81,JAM,1f2,"Letzigrund, Zürich (SUI)",28-Aug-09,1210
12,10,-1.1,Walter DIX,31-Jan-86,USA,1f1,"Tallahassee, FL (USA)",11-Apr-09,1212
12,10,1.4,Travis PADGETT,13-Dec-86,USA,1,Doha (QAT),8-May-09,1206
12,10,1.4,Trindon HOLLIDAY,27-Apr-86,USA,1h1,"Fayetteville, AR (USA)",10-Jun-09,1206
12,10,0.9,Dwain CHAMBERS,5-Apr-78,GBR,6,"Olympiastadion, Berlin (GER)",16-Aug-09,1206
12,10,0.9,Marc BURNS,7-Jan-83,TTO,7,"Olympiastadion, Berlin (GER)",16-Aug-09,1206
17,10.01,0.9,Jacoby FORD,27-Jul-87,USA,1h2,"Fayetteville, AR (USA)",10-Jun-09,1203
17,10.01,0.4,Steve MULLINGS,29-Nov-82,JAM,4,"Stadio Olimpico, Roma (ITA)",10-Jul-09,1203
19,10.02,-0.1,Rae Monzavous EDWARDS,7-May-81,USA,2,"Blankers-Koen Stadion, Hengelo (NED)",1-Jun-09,1199
19,10.02,-0.2,Michael FRATER,6-Oct-82,JAM,3,Kingston (JAM),27-Jun-09,1200
21,10.03,0.5,Aaron ARMSTRONG,14-Oct-77,TTO,2,Port-of-Spain (TTO),19-Jun-09,1196
21,10.03,0,Andrew HINDS,25-Apr-84,BAR,1,Bridgetown (BAR),20-Jun-09,1196
21,10.03,0.7,Marcus ROWLAND,11-Mar-90,USA,1,Port-of-Spain (TTO),31-Jul-09,1196
24,10.04,1.7,D'Angelo CHERRY,1-Aug-90,USA,1h4,"Fayetteville, AR (USA)",10-Jun-09,1193
24,10.04,1.1,Mark JELKS,10-Apr-84,USA,2f2,Rethymno (GRE),20-Jul-09,1193
24,10.04,0.2,Christophe LEMAITRE,11-Jun-90,FRA,1,Novi Sad (SRB),24-Jul-09,1193
27,10.05,1.9,Ryan BAILEY,13-Apr-89,USA,1h2,"Hutchinson, KS (USA)",22-May-09,1189
27,10.05,0.5,Darrel BROWN,11-Oct-84,TTO,4,Port-of-Spain (TTO),19-Jun-09,1189
27,10.05,-1.8,Simeon WILLIAMSON,16-Jan-86,GBR,1,Birmingham (GBR),11-Jul-09,1199
27,10.05,0.4,Emmanuel CALLENDER,10-May-84,TTO,2f2,"Letzigrund, Zürich (SUI)",28-Aug-09,1189
31,10.06,2,Dwight PHILLIPS,1-Oct-77,USA,1f6,"Athens, GA (USA)",9-May-09,1186
31,10.06,1.2,Simone COLLIO,27-Dec-79,ITA,1,Rieti (ITA),21-Jul-09,1186
31,10.06,0.2,Leroy DIXON,20-Jun-83,USA,1f1,Lapinlahti (FIN),25-Jul-09,1186
34,10.07,0.1,Yohan BLAKE,26-Dec-89,JAM,3,"National Stadium, Kingston (JAM)",2-May-09,1182
34,10.07,1.9,Masashi ERIGUCHI,17-Dec-88,JPN,1sf1,Hiroshima (JPN),28-Jun-09,1182
36,10.08,1.1,Jeremy HALL,27-Jan-88,USA,2,"Gainesville, FL (USA)",17-May-09,1179
36,10.08,1.3,Ramil GULIYEV,29-May-90,AZE,1f1,Istanbul (TUR),13-Jun-09,1179
38,10.09,1.3,Alonso EDWARD,8-Dec-89,PAN,2,"Hutchinson, KS (USA)",23-May-09,1176
38,10.09,0.9,James DASAOLU,5-Sep-87,GBR,1f1,Genève (SUI),6-Jun-09,1176
38,10.09,1.8,Naoki TSUKAHARA,10-May-85,JPN,1h1,Hiroshima (JPN),27-Jun-09,1176
38,10.09,1.3,Brendan CHRISTIAN,11-Dec-83,ANT,1f1,Nivelles (BEL),27-Jun-09,1176
38,10.09,1.1,Tyrone EDGAR,29-Mar-82,GBR,3f2,Rethymno (GRE),20-Jul-09,1176
38,10.09,1.9,Pato BANGURA GIBRILLA,10-May-85,SLE,1h4,Loughborough (GBR),29-Jul-09,1176
44,10.1,0.3,Ahmad RASHAD,12-Dec-87,USA,2,"Fayetteville, AR (USA)",12-Jun-09,1172
44,10.1,0.5,Keston BLEDMAN,8-Mar-88,TTO,5,Port-of-Spain (TTO),19-Jun-09,1172
44,10.1,0.5,Francis OBIKWELU,22-Nov-78,POR,1f1,Salamanca (ESP),8-Jul-09,1172
44,10.1,-0.6,Jaysuma SAIDY NDURE,1-Jul-84,NOR,2f1,"Olympic Stadium, Athina (GRE)",13-Jul-09,1175
48,10.11,0.5,Marlon DEVONISH,1-Jun-76,GBR,1f1,"Coral Gables, FL (USA)",11-Apr-09,1169
48,10.11,1.6,Martial MBANDJOCK,14-Oct-85,FRA,1,"Tomblaine, Nancy (FRA)",26-Jun-09,1169
48,10.11,1.3,Sandro Ricardo RODRIGUES VIANA,26-Mar-77,BRA,1,Bogotá (COL),24-Jul-09,1169
51,10.12,0,Marcus BRUNSON,24-Apr-78,USA,1f2,"Tucson, AZ (USA)",21-Mar-09,1165
52,10.13,1.5,Gerald PHIRI,6-Oct-88,GBR,1,"Norman, OK (USA)",30-May-09,1162
52,10.13,2,Harry AIKINES-ARYEETEY,29-Aug-88,GBR,5,Shanghai (CHN),20-Sep-09,1162
54,10.14,0,Bernard WILLIAMS,19-Jan-78,USA,1h2,"Orlando, FL (USA)",13-Jun-09,1159
55,10.15,1.9,José Carlos MOREIRA,28-Sep-83,BRA,1,São Paulo (BRA),2-May-09,1155
55,10.15,1.1,Terrell WILKS,30-Dec-89,USA,4,"Gainesville, FL (USA)",17-May-09,1155
55,10.15,1.7,Kawayne FISHER,25-Oct-86,JAM,1,"San Angelo, TX (USA)",23-May-09,1155
55,10.15,0.6,Kim COLLINS,5-Apr-76,SKN,1,Basseterre (SKN),21-Jun-09,1155
55,10.15,1,Fabio CERUTTI,26-Sep-85,ITA,1f1,La Chaux-de-Fonds (SUI),28-Jun-09,1155
55,10.15,1.1,Stéphan BUCKLAND,12-Jan-77,MRI,1f1,Villeneuve d'Ascq (FRA),30-Jun-09,1155
61,10.16,1.5,Emre Zafer BARNES,7-Nov-88,JAM,2f2,Spanish Town (JAM),14-Mar-09,1152
61,10.16,1.8,Bruno Lins TENORIO DE BARROS,7-Jan-87,BRA,1h1,São Paulo (BRA),21-Mar-09,1152
61,10.16,1.3,Michael HERRERA,5-Jun-85,CUB,1,La Habana (CUB),23-Apr-09,1152
61,10.16,0.1,Ainsley WAUGH,17-Sep-81,JAM,1f2,"Mangueirão, Belém (BRA)",24-May-09,1152
61,10.16,-0.9,Trell KIMMONS,13-Jul-85,USA,1h1,"Orlando, FL (USA)",13-Jun-09,1157
61,10.16,0.5,Mario FORSYTHE,30-Oct-85,JAM,1,Leverkusen (GER),31-Jul-09,1152
67,10.17,1,Derrick ATKINS,5-Jan-84,BAH,1,"Berkeley, CA (USA)",25-Apr-09,1148
67,10.17,,Agung Suryo WIBOWO,8-Oct-83,INA,1,Vientiane (LAO),13-Dec-09,1148
69,10.18,1.7,Ramon GITTENS,20-Jul-87,BAR,2,"San Angelo, TX (USA)",23-May-09,1145
69,10.18,-0.3,Marvin ANDERSON,12-May-82,JAM,4f1,"Mangueirão, Belém (BRA)",24-May-09,1146
69,10.18,-2.5,Tobias UNGER,10-Jul-79,GER,1,Ulm (GER),4-Jul-09,1160
69,10.18,0.4,Wallace SPEARMON,24-Dec-84,USA,5f2,"Letzigrund, Zürich (SUI)",28-Aug-09,1145
73,10.19,1.6,Michael GARVIN,29-Sep-86,USA,3f2,"Austin, TX (USA)",4-Apr-09,1142
73,10.19,1.9,Tyree GAILES,24-Feb-83,USA,1f1,"Lubbock, TX (USA)",7-May-09,1142
73,10.19,1.8,Stefan SCHWAB,29-May-87,GER,1h1,Regensburg (GER),7-Jun-09,1142
73,10.19,0.5,Arnaldo ABRANTES,27-Nov-86,POR,2f1,Salamanca (ESP),8-Jul-09,1142
73,10.19,0.4,Ogho-Oghene EGWERO,26-Nov-88,NGR,5qf2,"Olympiastadion, Berlin (GER)",15-Aug-09,1142
78,10.2,1.3,Shinji TAKAHIRA,18-Jul-84,JPN,2f1,Hiroshima (JPN),29-Apr-09,1138
78,10.2,1.4,Zye BOEY,8-May-89,USA,1f2,"Louisville, KY (USA)",15-May-09,1138
78,10.2,1.5,David LESCAY,19-Feb-89,CUB,1h1,La Habana (CUB),18-Jun-09,1138
78,10.2,0.5,Olusoji Adetokunbo FASUBA,9-Jul-84,NGR,3f1,Salamanca (ESP),8-Jul-09,1138
82,10.21,1,Simon MAGAKWE,14-May-86,RSA,1,Stellenbosch (RSA),14-Mar-09,1135
82,10.21,1.3,Vicente LENILSON DE LIMA,4-Jun-77,BRA,1,Buenos Aires (ARG),24-Mar-09,1135
82,10.21,1.7,Matías USANDIVARAS,14-Sep-81,ARG,1h1,Cachi (ARG),1-Apr-09,1135
82,10.21,1.4,Ronald POGNON,16-Nov-82,FRA,4,Doha (QAT),8-May-09,1135
82,10.21,-3.6,Chris LAWSON,12-Mar-83,USA,1h2,"Clermont, FL (USA)",23-May-09,1156
82,10.21,0.9,Reggie DIXON,7-Jun-88,USA,3,"Greensboro, NC (USA)",30-May-09,1135
82,10.21,0.1,Shawn CRAWFORD,14-Jan-78,USA,6f1,"Eugene, OR (USA)",7-Jun-09,1135
82,10.21,1.5,Ryan MOSELEY,8-Oct-82,AUT,1sf2,Sofia (BUL),9-Jun-09,1135
82,10.21,0.2,Emanuele DI GREGORIO,13-Dec-80,ITA,2f2,"Estádio Dr. Magalhães Pessoa, Leiria (POR)",20-Jun-09,1135
82,10.21,1.4,Shintaro KIMURA,30-Jun-87,JPN,1h4,Hiroshima (JPN),27-Jun-09,1135
82,10.21,0.3,Ben Youssef MEITÉ,11-Nov-86,CIV,1,Abuja (NGR),18-Jul-09,1135
82,10.21,1.3,Basílio Emilio DE MORAES JÚNIOR,11-May-82,BRA,2,Bogotá (COL),24-Jul-09,1135
82,10.21,1.8,Adam HARRIS,21-Jul-87,GUY,1,Port-of-Spain (TTO),25-Jul-09,1135
82,10.21,1,Dariusz KUĆ,24-Apr-86,POL,1f1,Bydgoszcz (POL),31-Jul-09,1135
96,10.22,0.9,Rubin WILLIAMS,9-Jul-83,USA,2,"Walnut, CA (USA)",18-Apr-09,1132
96,10.22,1.6,Kimour BRUCE,6-Sep-86,JAM,1h1,"San Angelo, TX (USA)",21-May-09,1132
96,10.22,1.4,Leon COVINGTON,9-Feb-86,USA,2,"Clermont, FL (USA)",7-Jun-09,1132
96,10.22,1.9,Daniel Alfonso GRUESO,30-Jul-85,COL,1,Cali (COL),7-Jun-09,1132
96,10.22,1.4,J-Mee SAMUELS,20-May-87,USA,3h1,"Fayetteville, AR (USA)",10-Jun-09,1132
1,9.69,0,Usain BOLT,21-Aug-86,JAM,1,"National Stadium, Beijing (CHN)",16-Aug-08,1316
2,9.72,0.2,Asafa POWELL,23-Nov-82,JAM,1f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",2-Sep-08,1305
3,9.77,1.6,Tyson GAY,9-Aug-82,USA,1qf1,"Eugene, OR (USA)",28-Jun-08,1287
4,9.89,1.6,Travis PADGETT,13-Dec-86,USA,1qf2,"Eugene, OR (USA)",28-Jun-08,1245
4,9.89,1.6,Darvis PATTON,4-Dec-77,USA,1qf3,"Eugene, OR (USA)",28-Jun-08,1245
4,9.89,0,Richard THOMPSON,7-Jun-85,TTO,2,"National Stadium, Beijing (CHN)",16-Aug-08,1245
7,9.91,0,Walter DIX,31-Jan-86,USA,3,"National Stadium, Beijing (CHN)",16-Aug-08,1238
8,9.93,0,Churandy MARTINA,3-Jul-84,AHO,4,"National Stadium, Beijing (CHN)",16-Aug-08,1231
9,9.94,1.6,Ivory WILLIAMS,2-May-85,USA,2qf3,"Eugene, OR (USA)",28-Jun-08,1227
10,9.95,1.6,Rodney MARTIN,22-Dec-82,USA,2qf2,"Eugene, OR (USA)",28-Jun-08,1224
11,9.97,-0.5,Marc BURNS,7-Jan-83,TTO,2,"Crystal Palace, London (GBR)",25-Jul-08,1220
11,9.97,0,Michael FRATER,6-Oct-82,JAM,6,"National Stadium, Beijing (CHN)",16-Aug-08,1217
13,9.98,1,Nesta CARTER,11-Oct-85,JAM,1f2,Stockholm (SWE),22-Jul-08,1213
14,9.99,1.6,Mark JELKS,10-Apr-84,USA,3qf2,"Eugene, OR (USA)",28-Jun-08,1210
15,10,0.4,Chris JOHNSON,28-Apr-82,USA,1,"Mesquite, TX (USA)",14-Jun-08,1206
15,10,1.6,Xavier CARTER,8-Dec-85,USA,3qf3,"Eugene, OR (USA)",28-Jun-08,1206
15,10,1.6,Dwain CHAMBERS,5-Apr-78,GBR,1,Birmingham (GBR),12-Jul-08,1206
18,10.01,1.4,Jaysuma SAIDY NDURE,1-Jul-84,NOR,1,Doha (QAT),9-May-08,1203
18,10.01,1.6,Jeff DEMPS,8-Jan-90,USA,2qf1,"Eugene, OR (USA)",28-Jun-08,1203
20,10.02,1.4,Darrel BROWN,11-Oct-84,TTO,2,Doha (QAT),9-May-08,1199
20,10.02,1.6,Leroy DIXON,20-Jun-83,USA,4qf1,"Eugene, OR (USA)",28-Jun-08,1199
20,10.02,0,Derrick ATKINS,5-Jan-84,BAH,4f1,"Stade Louis II, Monaco (MON)",29-Jul-08,1199
23,10.03,0.6,Samuel FRANCIS,27-Mar-87,QAT,1f1,Sofia (BUL),30-Jun-08,1196
23,10.03,1.6,Simeon WILLIAMSON,16-Jan-86,GBR,2,Birmingham (GBR),12-Jul-08,1196
25,10.04,1,Preston PERRY,13-Sep-83,USA,1f2,"Provo, UT (USA)",24-May-08,1193
25,10.04,0.2,Francis OBIKWELU,22-Nov-78,POR,1,"Stadio Olimpico, Roma (ITA)",11-Jul-08,1193
27,10.05,-0.1,Trindon HOLLIDAY,27-Apr-86,USA,2,"Auburn, AL (USA)",18-May-08,1189
27,10.05,-0.1,Kim COLLINS,5-Apr-76,SKN,5sf1,"National Stadium, Beijing (CHN)",16-Aug-08,1189
29,10.06,1.4,Michael RODGERS,24-Apr-85,USA,2f4,"Modesto, CA (USA)",10-May-08,1186
29,10.06,0.7,Tyrone EDGAR,29-Mar-82,GBR,1f1,Genève (SUI),31-May-08,1186
29,10.06,1.6,John CAPEL,27-Oct-78,USA,4qf3,"Eugene, OR (USA)",28-Jun-08,1186
29,10.06,1.6,Rae Monzavous EDWARDS,7-May-81,USA,5qf3,"Eugene, OR (USA)",28-Jun-08,1186
29,10.06,1.7,Martial MBANDJOCK,14-Oct-85,FRA,1,Albi (FRA),25-Jul-08,1186
34,10.07,1,Julien DUNKLEY,20-Dec-75,JAM,2f2,"Provo, UT (USA)",24-May-08,1182
34,10.07,1.6,Wallace SPEARMON,24-Dec-84,USA,6qf1,"Eugene, OR (USA)",28-Jun-08,1182
36,10.08,1.9,J-Mee SAMUELS,20-May-87,USA,3,"Fayetteville, AR (USA)",31-May-08,1179
36,10.08,1.9,Evander WELLS,7-Dec-87,USA,4,"Fayetteville, AR (USA)",31-May-08,1179
38,10.09,1.6,Shawn CRAWFORD,14-Jan-78,USA,7qf3,"Eugene, OR (USA)",28-Jun-08,1176
39,10.1,1.2,Olusoji Adetokunbo FASUBA,9-Jul-84,NGR,1,Addis Abeba (ETH),1-May-08,1172
39,10.1,1,Carlos MOORE,8-May-84,USA,3f2,"Provo, UT (USA)",24-May-08,1172
39,10.1,0.8,Aaron ARMSTRONG,14-Oct-77,TTO,2f1,Port-of-Spain (TTO),21-Jun-08,1172
39,10.1,1.4,Ronald POGNON,16-Nov-82,FRA,3,Rieti (ITA),7-Sep-08,1172
39,10.1,1.4,Harry AIKINES-ARYEETEY,29-Aug-88,GBR,4,Rieti (ITA),7-Sep-08,1172
44,10.11,1.4,Mardy SCALES,10-Sep-81,USA,4f4,"Modesto, CA (USA)",10-May-08,1169
44,10.11,0,Brendan CHRISTIAN,11-Dec-83,ANT,1f2,Ponce (PUR),17-May-08,1169
44,10.11,-0.1,Marvin ANDERSON,12-May-82,JAM,4,Kingston (JAM),28-Jun-08,1169
47,10.12,1.8,Daniel BAILEY,9-Sep-86,ANT,3,"National Stadium, Kingston (JAM)",3-May-08,1165
47,10.12,1.9,Rubin WILLIAMS,9-Jul-83,USA,5,"Fayetteville, AR (USA)",31-May-08,1165
47,10.12,1.6,Christopher HARGRETT,2-Aug-84,USA,4qf2,"Eugene, OR (USA)",28-Jun-08,1165
47,10.12,1.6,Kendall STEVENS,26-Jan-83,USA,5qf2,"Eugene, OR (USA)",28-Jun-08,1165
51,10.13,-0.1,Fabio CERUTTI,26-Sep-85,ITA,1h1,Cagliari (ITA),19-Jul-08,1162
52,10.14,0.7,Adetoye DUROTOYE,8-May-86,NGR,2f1,Abuja (NGR),23-Jun-08,1159
52,10.14,1.7,Ángel David RODRÍGUEZ,25-Apr-80,ESP,1f1,Salamanca (ESP),2-Jul-08,1159
52,10.14,1.4,Ainsley WAUGH,17-Sep-81,JAM,6,Rieti (ITA),7-Sep-08,1159
55,10.15,1.8,Jared CONNAUGHTON,20-Jul-85,CAN,1f8,"Arlington, TX (USA)",3-May-08,1155
55,10.15,1.3,Aziz ZAKARI,2-Sep-76,GHA,1,Bottrop (GER),30-Aug-08,1155
55,10.15,0.9,Craig PICKERING,16-Oct-86,GBR,3h1,Rieti (ITA),7-Sep-08,1155
58,10.16,1.9,Teddy WILLIAMS,3-Jul-88,USA,1,"Houston, TX (USA)",10-May-08,1152
58,10.16,0,Andrew HINDS,25-Apr-84,BAR,1f1,Fortaleza (BRA),14-May-08,1152
58,10.16,0.4,Desmond BYNUM,9-Sep-80,USA,2,"Mesquite, TX (USA)",14-Jun-08,1152
58,10.16,1,Matic OSOVNIKAR,19-Jan-80,SLO,1,Maribor (SLO),19-Jul-08,1152
58,10.16,0.8,Joseph Obinna METU,12-Jul-88,NGR,2,Leverkusen (GER),30-Jul-08,1152
58,10.16,0.3,Naoki TSUKAHARA,10-May-85,JPN,7sf2,"National Stadium, Beijing (CHN)",16-Aug-08,1152
64,10.17,0.6,Nobuharu ASAHARA,21-Jun-72,JPN,1h1,Hiroshima (JPN),29-Apr-08,1148
64,10.17,-0.1,Jeremy HALL,27-Jan-88,USA,3,"Auburn, AL (USA)",18-May-08,1148
64,10.17,0.1,Tobias UNGER,10-Jul-79,GER,1h1,Regensburg (GER),8-Jun-08,1148
64,10.17,0,Emmanuel CALLENDER,10-May-84,TTO,1f3,"Letzigrund, Zürich (SUI)",29-Aug-08,1148
64,10.17,1.8,Daniel Alfonso GRUESO,30-Jul-85,COL,1,Cali (COL),25-Nov-08,1148
69,10.18,1.7,Jason HEARD,11-Jul-83,USA,2,"Berkeley, CA (USA)",26-Apr-08,1145
69,10.18,0.8,Marlon DEVONISH,1-Jun-76,GBR,6,"Olympiastadion, Berlin (GER)",1-Jun-08,1145
69,10.18,0.8,Keston BLEDMAN,8-Mar-88,TTO,4f1,Port-of-Spain (TTO),21-Jun-08,1145
69,10.18,0,Andrey YEPISHIN,10-Jun-81,RUS,1,Moskva (RUS),10-Jul-08,1145
69,10.18,1.3,Peter EMELIEZE,19-Apr-88,NGR,2,Bottrop (GER),30-Aug-08,1145
74,10.19,2,Sandro Ricardo RODRIGUES VIANA,26-Mar-77,BRA,1f1,Ibirapuera (BRA),26-Mar-08,1142
74,10.19,2,Steve MULLINGS,29-Nov-82,JAM,3,"Gainesville, FL (USA)",5-Apr-08,1142
74,10.19,1.1,Terrell WILKS,30-Dec-89,USA,1,"Columbus, OH (USA)",20-Jun-08,1142
74,10.19,0.4,Pierre BROWNE,14-Jan-80,CAN,1,Windsor (CAN),5-Jul-08,1142
74,10.19,,Brian DZINGAI,29-Apr-81,ZIM,3,Daegu (KOR),25-Sep-08,1142
79,10.2,1.8,Gerald PHIRI,6-Oct-88,GBR,2,"Baton Rouge, LA (USA)",19-Apr-08,1138
79,10.2,2,Philippe DEROSIER,11-Apr-84,USA,3f1,"Provo, UT (USA)",24-May-08,1138
79,10.2,0.4,Ernest WIGGINS,18-Jun-82,USA,1,"Stadion Juliska, Praha (CZE)",16-Jun-08,1138
79,10.2,1.7,Dwight THOMAS,23-Sep-80,JAM,4sf3,Kingston (JAM),28-Jun-08,1138
79,10.2,1.2,Ryan SCOTT,20-Feb-87,GBR,1f1,Loughborough (GBR),17-Jul-08,1138
84,10.21,1.2,Uchenna EMEDOLU,17-Sep-76,NGR,2,Addis Abeba (ETH),1-May-08,1135
84,10.21,-1.1,Jacoby FORD,27-Jul-87,USA,1h3,"Tallahassee, FL (USA)",30-May-08,1141
84,10.21,1.7,Emre Zafer BARNES,7-Nov-88,JAM,5sf3,Kingston (JAM),28-Jun-08,1135
84,10.21,0,Onyeabor NGWOGU,3-Oct-83,NGR,1qf1,Abuja (NGR),1-Jul-08,1135
84,10.21,0.8,Joshua NORMAN,26-Jul-80,USA,1,Villach (AUT),5-Jul-08,1135
84,10.21,1.9,Paul HESSION,27-Jan-83,IRL,1,Cork City (IRL),12-Jul-08,1135
84,10.21,1.2,Rikki FIFTON,17-Jun-85,GBR,2f1,Loughborough (GBR),17-Jul-08,1135
91,10.22,0.7,Bruno Lins TENORIO DE BARROS,7-Jan-87,BRA,1f1,Ibirapuera (BRA),15-Mar-08,1132
91,10.22,0.9,DaBryan BLANTON,3-Jul-84,USA,4,Baie Mahault (FRA),1-May-08,1132
91,10.22,1.4,Mickey GRIMES,10-Oct-76,USA,7f4,"Modesto, CA (USA)",10-May-08,1132
91,10.22,0,Franklin NAZARENO,24-Apr-87,ECU,1f1,La Paz (BOL),29-May-08,1132
91,10.22,1.8,Michael GARVIN,29-Sep-86,USA,1h1,"Tallahassee, FL (USA)",30-May-08,1132
91,10.22,0,Nilson Andre DE OLIVEIRA,30-Jan-86,BRA,1f1,Cochabamba (BOL),31-May-08,1132
91,10.22,0.1,Bernard WILLIAMS,19-Jan-78,USA,2,"Clermont, FL (USA)",14-Jun-08,1132
91,10.22,0.4,Hank PALMER,16-Mar-85,CAN,2,Windsor (CAN),5-Jul-08,1132
91,10.22,1.2,Leevan YEARWOOD,10-Feb-88,GBR,3f1,Loughborough (GBR),17-Jul-08,1132
91,10.22,0.3,Cruz Rolando PALACIOS,3-May-87,HON,3,Toluca (MEX),18-Jul-08,1132
1,9.74,1.7,Asafa POWELL,23-Nov-82,JAM,1h2,"Guidobaldi, Rieti (ITA)",9-Sep-07,1298
2,9.84,-0.5,Tyson GAY,9-Aug-82,USA,1,"Indianapolis, IN (USA)",22-Jun-07,1265
3,9.91,-0.5,Derrick ATKINS,5-Jan-84,BAH,2,"Nagai Stadium, Osaka (JPN)",26-Aug-07,1241
4,9.93,0,Walter DIX,31-Jan-86,USA,1,"Sacramento, CA (USA)",8-Jun-07,1231
5,9.96,0,Wallace SPEARMON,24-Dec-84,USA,1,Shanghai (CHN),28-Sep-07,1220
6,9.99,0.9,Samuel FRANCIS,27-Mar-87,QAT,1,Amman (JOR),26-Jul-07,1210
7,10.01,1.3,Joshua J. JOHNSON,10-May-76,USA,1h1,Zaragoza (ESP),28-Jul-07,1203
7,10.01,1.8,Mickey GRIMES,10-Oct-76,USA,1h2,Zaragoza (ESP),28-Jul-07,1203
9,10.02,1.3,Darrel BROWN,11-Oct-84,TTO,1,"National Stadium, Kingston (JAM)",5-May-07,1199
9,10.02,1.8,Trindon HOLLIDAY,27-Apr-86,USA,1sf1,"Sacramento, CA (USA)",6-Jun-07,1199
9,10.02,1.8,Clement CAMPBELL,19-Dec-75,JAM,2h2,Zaragoza (ESP),28-Jul-07,1199
12,10.03,0.7,Usain BOLT,21-Aug-86,JAM,1,Rethymno (GRE),18-Jul-07,1196
12,10.03,0,Michael FRATER,6-Oct-82,JAM,2,"Guidobaldi, Rieti (ITA)",9-Sep-07,1196
14,10.04,1.9,Mark JELKS,10-Apr-84,USA,1h4,"Indianapolis, IN (USA)",21-Jun-07,1193
15,10.05,1.3,Steve MULLINGS,29-Nov-82,JAM,2h1,Zaragoza (ESP),28-Jul-07,1189
16,10.06,0.9,Francis OBIKWELU,22-Nov-78,POR,2f1,Oslo (NOR),15-Jun-07,1186
16,10.06,1.3,Marlon DEVONISH,1-Jun-76,GBR,1f2,"Stade Olympique de la Pontaise, Lausanne (SUI)",10-Jul-07,1186
16,10.06,0.1,Churandy MARTINA,3-Jul-84,AHO,1sf1,Rio de Janeiro (BRA),23-Jul-07,1186
16,10.06,-0.3,Jaysuma SAIDY NDURE,1-Jul-84,NOR,2,"Gottlieb-Daimler Stadion, Stuttgart (GER)",22-Sep-07,1187
20,10.07,1.9,Leroy DIXON,20-Jun-83,USA,2h4,"Indianapolis, IN (USA)",21-Jun-07,1182
20,10.07,-0.5,Olusoji Adetokunbo FASUBA,9-Jul-84,NGR,4,"Nagai Stadium, Osaka (JPN)",26-Aug-07,1185
22,10.08,1.9,Joshua ROSS,9-Feb-81,AUS,1,Brisbane (AUS),10-Mar-07,1179
23,10.09,0,Travis PADGETT,13-Dec-86,USA,3,"Sacramento, CA (USA)",8-Jun-07,1176
23,10.09,1.9,Rae Monzavous EDWARDS,7-May-81,USA,2h2,"Indianapolis, IN (USA)",21-Jun-07,1176
23,10.09,-1.1,Leonard SCOTT,19-Jan-80,USA,2sf2,"Indianapolis, IN (USA)",22-Jun-07,1182
23,10.09,1.9,Richard THOMPSON,7-Jun-85,TTO,1sf1,Port-of-Spain (TTO),23-Jun-07,1176
27,10.1,0.1,Julien DUNKLEY,20-Dec-75,JAM,1,"Durham, NC (USA)",12-May-07,1172
27,10.1,1.9,Michael RODGERS,24-Apr-85,USA,3h2,"Indianapolis, IN (USA)",21-Jun-07,1172
27,10.1,1.9,Demi OMOLE,29-Jul-85,USA,3h4,"Indianapolis, IN (USA)",21-Jun-07,1172
