Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
83,11.38,1.6,Melanie PASCHKE,29-Jun-70,GER,2h2,Rehlingen (GER),9-Jun-03,1118
86,11.39,1.7,Gloria KEMASUODE,30-Dec-79,NGR,1h,Canberra (AUS),15-Mar-03,1116
86,11.39,0.8,Miladys LAZO,7-Sep-81,CUB,2,La Habana (CUB),27-Jun-03,1116
86,11.39,0,Wangping QIN,16-Jun-82,CHN,1,Shanghai (CHN),12-Sep-03,1116
89,11.4,1.7,Amandi RHETT,29-Jun-82,USA,1,"Atlanta, GA (USA)",17-May-03,1114
89,11.4,-0.8,Larisa KRUGLOVA,27-Oct-72,RUS,4,Tula (RUS),7-Aug-03,1118
91,11.41,1.4,Monique TUBBS,23-Jan-81,USA,2h7,"Austin, TX (USA)",4-Apr-03,1112
91,11.41,0,Saša PROKOFJEV,28-Nov-71,SLO,1,Nova Gorica (SLO),9-Aug-03,1112
93,11.42,-0.6,Gabi ROCKMEIER,29-Nov-73,GER,3,Rehlingen (GER),9-Jun-03,1113
94,11.43,1.5,Amber ROBINSON,5-Jun-80,USA,6,"Knoxville, TN (USA)",18-May-03,1108
94,11.43,1.9,Ara TOWNS,26-Mar-83,USA,3h,"Columbus, OH (USA)",30-May-03,1108
94,11.43,-0.6,Martina FEUSI,17-Jun-74,SUI,4,Rehlingen (GER),9-Jun-03,1111
94,11.43,0.2,Lucimar Aparecida DE MOURA,22-Mar-74,BRA,2,Barquisimeto (VEN),20-Jun-03,1108
94,11.43,1.6,Krystin LACY,8-Jul-87,USA,1h6,Sherbrooke (CAN),10-Jul-03,1108
99,11.44,0,Illia MILES,11-Jan-82,USA,1,"Athens, GA (USA)",3-May-03,1106
99,11.44,0.8,Shana ROBINSON,13-Feb-81,USA,1,"El Paso, TX (USA)",17-May-03,1106
1,10.91,1.5,Debbie FERGUSON-MCKENZIE,16-Jan-76,BAH,1,Manchester (GBR),27-Jul-02,1220
2,10.93,1,Tayna LAWRENCE,17-Sep-75,JAM,1,Bruxelles (BEL),30-Aug-02,1215
3,10.94,1,Chryste GAINES,14-Sep-70,USA,2,Bruxelles (BEL),30-Aug-02,1213
4,10.96,0.4,Muriel HURTIS,25-Mar-79,FRA,1,"Parc des Sports, Annecy (FRA)",22-Jun-02,1209
5,11,1.5,Veronica CAMPBELL-BROWN,15-May-82,JAM,2,Manchester (GBR),27-Jul-02,1200
6,11.01,0.4,Chandra STURRUP,12-Sep-71,BAH,1,Doha (QAT),15-May-02,1198
7,11.05,1.4,LaTasha JENKINS,19-Dec-77,USA,1,"Nashville, TN (USA)",20-Apr-02,1189
7,11.05,0.3,Katerina THANOU,1-Feb-75,GRE,1sf2,"Olympiastadion, München (GER)",7-Aug-02,1189
9,11.06,0.6,Angela WILLIAMS,30-Jan-80,USA,1,"Walnut, CA (USA)",21-Apr-02,1187
10,11.07,1.5,Savatheda FYNES,17-Oct-74,BAH,3,Manchester (GBR),27-Jul-02,1185
11,11.08,1.5,Susanthika JAYASINGHE,17-Dec-75,SRI,4,Manchester (GBR),27-Jul-02,1182
12,11.09,0.6,Natasha JOE-MAYERS,10-Mar-79,VIN,2,"Walnut, CA (USA)",21-Apr-02,1180
12,11.09,0.9,Mercy NKU,17-Jul-76,NGR,2,Athina (GRE),10-Jun-02,1180
14,11.11,0.4,Torri EDWARDS,31-Jan-77,USA,1f2,"Stade Olympique de la Pontaise, Lausanne (SUI)",2-Jul-02,1176
15,11.14,1.8,Glory ALOZIE,30-Dec-77,ESP,1,Lisboa (POR),25-May-02,1169
16,11.15,0.4,Kim GEVAERT,5-Aug-78,BEL,1,Heusden-Zolder (BEL),20-Jul-02,1167
16,11.15,1.7,Juliet CAMPBELL,17-Mar-70,JAM,1f2,Zürich (SUI),16-Aug-02,1167
18,11.16,-0.2,Yuliya TABAKOVA,1-May-80,RUS,1,Tula (RUS),1-Jun-02,1166
18,11.16,0.4,Sina SCHIELKE,19-May-81,GER,1,Dortmund (GER),8-Jun-02,1165
20,11.17,-0.3,Makaridja SANGANOKO,8-May-80,CIV,1,Bamako (MLI),27-Mar-02,1164
21,11.19,0,Muna LEE,30-Oct-81,USA,1,"Starkville, MS (USA)",12-May-02,1159
21,11.19,0.5,Chioma AJUNWA,25-Dec-71,NGR,1,Rehlingen (GER),20-May-02,1159
21,11.19,0.2,Lyubov PEREPELOVA,26-Feb-79,UZB,1,Almaty (KAZ),22-Jun-02,1159
24,11.2,1.1,Ekaterina TOSHEVA-MASHOVA,1-Feb-74,BUL,1h3,Sofia (BUL),8-Jun-02,1157
24,11.2,0.4,Manuela LEVORATO,16-Mar-77,ITA,2,"Parc des Sports, Annecy (FRA)",22-Jun-02,1157
26,11.21,1.6,Gloria KEMASUODE,30-Dec-79,NGR,1,Canberra (AUS),21-Dec-02,1154
27,11.22,1.5,Endurance OJOKOLO,29-Sep-75,NGR,2,Lisboa (POR),15-Jun-02,1152
27,11.22,0.4,Inger MILLER,12-Jun-72,USA,2f2,"Stade Olympique de la Pontaise, Lausanne (SUI)",2-Jul-02,1152
29,11.23,0.3,Karin MAYR-KRIFKA,4-Jun-71,AUT,1,Linz (AUT),6-Jul-02,1150
29,11.23,1.4,Marina KISLOVA,12-Dec-78,RUS,1,Cheboksary (RUS),11-Jul-02,1150
31,11.24,0.6,Beverly MCDONALD,15-Feb-70,JAM,1,"El Paso, TX (USA)",13-Apr-02,1148
31,11.24,0.4,Natalya SAFRONNIKOVA,28-Feb-73,BLR,1,Chania (GRE),30-Jun-02,1148
33,11.25,1.2,Patricia GIRARD,8-Apr-68,FRA,1,Genève (SUI),15-Jun-02,1146
33,11.25,0.4,Olena PASTUSHENKO,14-Jul-79,UKR,2,Chania (GRE),30-Jun-02,1146
33,11.25,0,Virgen BENAVIDES,31-Dec-74,CUB,1,La Habana (CUB),29-Nov-02,1146
36,11.26,-0.3,Aida DIOP,27-Apr-70,SEN,2,Bamako (MLI),27-Mar-02,1145
36,11.26,,Fana ASHBY,15-Jun-81,TTO,1,Port-of-Spain (TTO),15-Jun-02,1144
38,11.28,1.1,Merlene OTTEY,10-May-60,JAM,1,Velenje (SLO),25-May-02,1139
38,11.28,0.4,Sylviane FELIX,31-Oct-77,FRA,1,St-Etienne (FRA),13-Jul-02,1139
40,11.29,0.5,Gabi ROCKMEIER,29-Nov-73,GER,2,Rehlingen (GER),20-May-02,1137
40,11.29,1.1,Yuliya NESTERENKO,15-Jun-79,BLR,1,Brest (BLR),6-Jun-02,1137
40,11.29,1.5,Natalya IGNATOVA,3-Jan-73,RUS,1h2,Tula (RUS),9-Jun-02,1137
43,11.3,1.8,Cydonie MOTHERSILL,19-Mar-78,CAY,2,Fort-de-France (FRA),27-Apr-02,1135
43,11.3,0.5,Melanie PASCHKE,29-Jun-70,GER,3,Rehlingen (GER),20-May-02,1135
43,11.3,0.6,Mary ONYALI-OMAGBEMI,3-Feb-68,NGR,1,La Chaux-de-Fonds (SUI),18-Aug-02,1135
46,11.31,1.5,Roxana DÍAZ,17-May-81,CUB,1h1,Ciudad de Guatemala (GUA),11-May-02,1133
46,11.31,2,Consuella MOORE,29-Aug-81,USA,1,"Madison, WI (USA)",19-May-02,1133
46,11.31,0.4,Anzhela KRAVCHENKO,25-Jan-71,UKR,5,"Parc des Sports, Annecy (FRA)",22-Jun-02,1133
46,11.31,1.6,Joice MADUAKA,30-Sep-73,GBR,1,Birmingham (GBR),13-Jul-02,1133
50,11.32,,Shani ANDERSON,7-Aug-75,GBR,1,Cork (IRL),6-Jul-02,1131
51,11.33,0.5,Lauren HEWITT,25-Nov-78,AUS,1,Canberra (AUS),8-Feb-02,1129
51,11.33,1,Aleen BAILEY,25-Nov-80,JAM,1,"Knoxville, TN (USA)",12-Apr-02,1129
51,11.33,1.1,Marion WAGNER,1-Feb-78,GER,1h2,Dortmund (GER),8-Jun-02,1129
51,11.33,-0.2,Lauryn WILLIAMS,11-Sep-83,USA,1,"National Stadium, Kingston (JAM)",17-Jul-02,1130
51,11.33,0.2,Abiodun OYEPITAN,30-Dec-79,GBR,3sf1,"Olympiastadion, München (GER)",7-Aug-02,1129
51,11.33,0.8,Liliana ALLEN,24-May-70,MEX,1,Laguna (ESP),14-Sep-02,1129
57,11.34,0.6,Brianna GLENN,18-Apr-80,USA,4,"Walnut, CA (USA)",21-Apr-02,1127
57,11.34,0.4,Odiah SIDIBE,13-Jan-70,FRA,2,St-Etienne (FRA),13-Jul-02,1127
57,11.34,1.5,Amanda FORRESTER,29-Sep-78,GBR,5,Manchester (GBR),27-Jul-02,1127
60,11.35,1.3,Me'Lisa BARBER,4-Oct-80,USA,1h4,"Starkville, MS (USA)",11-May-02,1125
60,11.35,1.8,Peta-Gaye BARRETT,2-Oct-76,JAM,1,"Atlanta, GA (USA)",1-Jun-02,1125
60,11.35,0.9,Delphine COMBE,6-Dec-74,FRA,1,Castres (FRA),24-Jul-02,1125
63,11.36,0.4,Nora IVANOVA-EDLETZBERGER,1-Jul-77,TUR,8,Doha (QAT),15-May-02,1123
63,11.36,1.7,Monika GACHEVSKA,30-Oct-74,BUL,2,Sofia (BUL),8-Jun-02,1123
63,11.36,1.7,Johanna MANNINEN,4-Apr-80,FIN,9,Stockholm (SWE),16-Jul-02,1123
63,11.36,1.7,Martina FEUSI,17-Jun-74,SUI,5f2,Zürich (SUI),16-Aug-02,1123
67,11.37,2,Tahesia HARRIGAN-SCOTT,15-Feb-82,IVB,2,"Madison, WI (USA)",19-May-02,1120
67,11.37,-0.1,Svetlana GONCHARENKO,28-May-71,RUS,1h6,Cheboksary (RUS),11-Jul-02,1120
67,11.37,0.2,Alenka BIKAR,7-Jan-74,SLO,4sf1,"Olympiastadion, München (GER)",7-Aug-02,1120
70,11.38,,Pauline IBEAGHA,13-May-78,NGR,1,Enugu (NGR),23-Mar-02,1118
70,11.38,0.6,Guzel KHUBBIEVA,2-May-76,UZB,1,Tashkent (UZB),7-Jun-02,1118
70,11.38,1.7,Sharon CRIPPS,29-Jun-77,AUS,1,Darwin (AUS),22-Jun-02,1118
70,11.38,0.6,Ionela ŢIRLEA-MANOLACHE,9-Feb-76,ROU,1,Bucureşti (ROU),27-Jul-02,1118
74,11.39,0.7,Stephanie DURST,6-Jan-82,USA,2,"Baton Rouge, LA (USA)",20-Apr-02,1116
74,11.39,0,Sanya RICHARDS-ROSS,26-Feb-85,USA,1,"Raleigh, NC (USA)",14-Jun-02,1116
74,11.39,1.2,Larisa KRUGLOVA,27-Oct-72,RUS,3sf2,Cheboksary (RUS),11-Jul-02,1116
74,11.39,-0.2,Chinedu ODOZOR,24-Dec-77,NGR,1,Germering (GER),13-Jul-02,1117
74,11.39,0.4,Sylvie MBALLA ELOUNDOU,21-Apr-77,CMR,3,St-Etienne (FRA),13-Jul-02,1116
74,11.39,-0.2,Viktoriya KOVYREVA,17-Dec-75,KAZ,1,Almaty (KAZ),23-Aug-02,1117
80,11.4,0.9,Allyson FELIX,18-Nov-85,USA,1h1,"Cerritos, CA (USA)",31-May-02,1114
80,11.4,1,Vernicha JAMES,6-Jun-84,GBR,1,Bratislava (SVK),11-Jun-02,1114
80,11.4,1.4,Beata SZKUDLARZ,3-May-80,POL,1,Warszawa (POL),16-Jun-02,1114
80,11.4,0.5,Nancy CALLAERTS,11-Aug-71,BEL,2,Bruxelles (BEL),7-Jul-02,1114
84,11.41,1.7,Tiffany GREEN,5-Dec-81,USA,1,"Abilene, TX (USA)",9-May-02,1112
84,11.41,1.4,Georgia KOKLONI,7-May-81,GRE,1,Banská Bystrica (SVK),22-Jun-02,1112
84,11.41,1,Mariya BOLIKOVA,23-May-77,RUS,2sf1,Cheboksary (RUS),11-Jul-02,1112
87,11.42,0,Dikeledi MOROPANE,12-Mar-76,RSA,1,Pretoria (RSA),12-Apr-02,1110
87,11.42,0.1,Joan Uduak EKAH,20-Nov-81,NGR,2,Castellón (ESP),1-Jun-02,1110
89,11.43,0.8,Elva GOULBOURNE,21-Jan-80,JAM,1,"Atlanta, GA (USA)",18-May-02,1108
89,11.43,-0.2,Simone FACEY,7-May-85,JAM,2,"National Stadium, Kingston (JAM)",17-Jul-02,1109
89,11.43,0.7,Marshevet HOOKER,25-Sep-84,USA,1sf2,"National Stadium, Kingston (JAM)",17-Jul-02,1108
89,11.43,0.4,Jacqueline POELMAN,5-Oct-73,NED,4,Heusden-Zolder (BEL),20-Jul-02,1108
89,11.43,1.3,Agné VISOCKAITÉ-EGGERTH,4-Aug-78,LTU,1,Kuortane (FIN),28-Jul-02,1108
89,11.43,-0.3,Saraswati DEY-SAHA,23-Nov-79,IND,1,New Delhi (IND),7-Sep-02,1109
95,11.44,1.5,Nakeya CRUTCHFIELD,16-Sep-80,USA,1h1,"Charlottesville, VA (USA)",20-Apr-02,1106
95,11.44,2,Latoya PHELPS,30-Jun-84,USA,1,"Austin, TX (USA)",11-May-02,1106
95,11.44,0.4,Ana Maria LÓPEZ,28-Aug-82,CUB,2,Ciudad de México (MEX),15-Jun-02,1106
95,11.44,1.6,Diane ALLAHGREEN-HAWKINS,21-Feb-75,GBR,3,Birmingham (GBR),13-Jul-02,1106
99,11.45,-0.3,Rosa RAKOTOZAFY,12-Nov-77,MAD,3,Bamako (MLI),27-Mar-02,1105
99,11.45,0.6,Kaori SAKAGAMI-YOSHIDA,12-May-74,JPN,1,Mito (JPN),6-May-02,1104
1,10.82,-0.3,Zhanna BLOCK,6-Jul-72,UKR,1,"Commonwealth Stadium, Edmonton (CAN)",6-Aug-01,1240
2,10.91,-0.3,Katerina THANOU,1-Feb-75,GRE,2,"Commonwealth Stadium, Edmonton (CAN)",6-Aug-01,1221
3,10.95,0.1,Chandra STURRUP,12-Sep-71,BAH,1,Bruxelles (BEL),24-Aug-01,1211
4,10.98,0.6,Léonie Myriam MANI,21-May-77,CMR,2f2,Athina (GRE),11-Jun-01,1204
4,10.98,0.1,Chryste GAINES,14-Sep-70,USA,1,"Stade Louis II, Monaco (MON)",20-Jul-01,1204
6,11.02,,LaTasha JENKINS,19-Dec-77,USA,1,"Athens, GA (USA)",5-May-01,1195
7,11.04,0.6,Debbie FERGUSON-MCKENZIE,16-Jan-76,BAH,4f2,Athina (GRE),11-Jun-01,1191
8,11.06,1,Mercy NKU,17-Jul-76,NGR,1f2,"Stade Olympique de la Pontaise, Lausanne (SUI)",4-Jul-01,1187
8,11.06,1.1,Endurance OJOKOLO,29-Sep-75,NGR,1f2,"Letzigrund, Zürich (SUI)",17-Aug-01,1187
10,11.09,-0.8,Marina KISLOVA,12-Dec-78,RUS,1,Chania (GRE),4-Jun-01,1184
11,11.11,0.6,Torri EDWARDS,31-Jan-77,USA,5f2,Athina (GRE),11-Jun-01,1176
12,11.12,2,Natasha JOE-MAYERS,10-Mar-79,VIN,1,"Walnut, CA (USA)",12-May-01,1174
13,11.13,1.2,Veronica CAMPBELL-BROWN,15-May-82,JAM,1,Kingston (JAM),6-Apr-01,1172
13,11.13,0.1,Shakedia JONES,15-Mar-79,USA,1,"Los Angeles, CA (USA)",5-May-01,1172
13,11.13,1.5,Liliana ALLEN,24-May-70,MEX,1,Rivas (ESP),27-Jun-01,1172
16,11.14,-0.6,Glory ALOZIE,30-Dec-77,ESP,1,Madrid (ESP),26-May-01,1172
16,11.14,0.2,Aleen BAILEY,25-Nov-80,JAM,1,Kingston (JAM),22-Jun-01,1169
16,11.14,1,Manuela LEVORATO,16-Mar-77,ITA,2f2,"Stade Olympique de la Pontaise, Lausanne (SUI)",4-Jul-01,1169
16,11.14,0.9,Xuemei LI,5-Jan-77,CHN,1,Guangzhou (CHN),18-Nov-01,1169
20,11.15,0.6,Christine ARRON,13-Sep-73,FRA,6f2,Athina (GRE),11-Jun-01,1167
21,11.17,1.6,Muna LEE,30-Oct-81,USA,1h2,"Eugene, OR (USA)",31-May-01,1163
21,11.17,0.7,Gabi ROCKMEIER,29-Nov-73,GER,1,Stuttgart (GER),30-Jun-01,1163
21,11.17,1,Savatheda FYNES,17-Oct-74,BAH,3f2,"Stade Olympique de la Pontaise, Lausanne (SUI)",4-Jul-01,1163
24,11.18,0.1,Angela WILLIAMS,30-Jan-80,USA,2,"Los Angeles, CA (USA)",5-May-01,1161
25,11.2,,Yuliya TABAKOVA,1-May-80,RUS,1,Cheboksary (RUS),14-Jun-01,1157
26,11.21,0.5,Alenka BIKAR,7-Jan-74,SLO,1,Maribor (SLO),8-Jul-01,1154
27,11.22,-0.8,Candace YOUNG,8-Jan-79,USA,1,"Los Angeles, CA (USA)",24-Mar-01,1156
27,11.22,0.9,Xiaomei LIU,11-Jan-72,CHN,2,Guangzhou (CHN),18-Nov-01,1152
29,11.23,,Melanie PASCHKE,29-Jun-70,GER,1,Sondershausen (GER),24-Aug-01,1150
30,11.24,0.6,Sina SCHIELKE,19-May-81,GER,1h1,Mannheim (GER),16-Jun-01,1148
31,11.25,1.7,Mary ONYALI-OMAGBEMI,3-Feb-68,NGR,1,"Houston, TX (USA)",19-May-01,1146
31,11.25,1.1,Yekaterina LESHCHOVA-GRIGORYEVA,21-Apr-74,RUS,1,Tula (RUS),12-Jul-01,1146
31,11.25,1.6,Nora IVANOVA-EDLETZBERGER,1-Jul-77,TUR,1,Tunis (TUN),11-Sep-01,1146
34,11.26,1.3,Kim GEVAERT,5-Aug-78,BEL,1,Bruxelles (BEL),1-Jul-01,1144
34,11.26,1.1,Natalya IGNATOVA,3-Jan-73,RUS,2,Tula (RUS),12-Jul-01,1144
34,11.26,1.6,Frédérique BANGUE,31-Dec-76,FRA,1,Castres (FRA),18-Jul-01,1144
37,11.27,1,Beverly MCDONALD,15-Feb-70,JAM,5f2,"Stade Olympique de la Pontaise, Lausanne (SUI)",4-Jul-01,1142
37,11.27,0.5,Makaridja SANGANOKO,8-May-80,CIV,1,Ottawa (CAN),21-Jul-01,1142
39,11.28,0.2,Astia WALKER,4-Apr-75,JAM,2,Kingston (JAM),22-Jun-01,1139
40,11.29,0.3,Lyubov PEREPELOVA,26-Feb-79,UZB,1f1,Athina (GRE),11-Jun-01,1137
40,11.29,1.6,Abiodun OYEPITAN,30-Dec-79,GBR,2,Glasgow (GBR),1-Jul-01,1137
40,11.29,0.3,Anzhela KRAVCHENKO,25-Jan-71,UKR,1h2,Kiev (UKR),1-Jul-01,1137
40,11.29,0.5,Venolyn CLARKE,11-Jul-68,CAN,2,Ottawa (CAN),21-Jul-01,1137
44,11.3,1.2,Natalya SAFRONNIKOVA,28-Feb-73,BLR,1,Sevilla (ESP),8-Jun-01,1135
45,11.31,0.3,Merlene OTTEY,10-May-60,JAM,2,Pretoria (RSA),23-Mar-01,1133
45,11.31,1.2,Lauren HEWITT,25-Nov-78,AUS,1,Brisbane (AUS),24-Mar-01,1133
45,11.31,1.7,Teneeshia JONES,28-Jan-79,USA,2,"Baton Rouge, LA (USA)",14-Apr-01,1133
45,11.31,0,Monica TWUM,14-Mar-78,GHA,1,"Fresno, CA (USA)",19-May-01,1133
45,11.31,1.8,Efrosyni PATSOU,5-Jun-74,GRE,2,Kalamata (GRE),2-Jun-01,1133
45,11.31,1.1,Katia BENTH,16-Nov-75,FRA,1h1,Castres (FRA),18-Jul-01,1133
51,11.32,-0.5,Ionela ŢIRLEA-MANOLACHE,9-Feb-76,ROU,1,Bucureşti (ROU),9-Jun-01,1134
51,11.32,-0.4,Rosemar Maria COELHO NETO,2-Jan-77,BRA,1,Americana (BRA),16-Jun-01,1133
51,11.32,1.1,Irina KHABAROVA,18-Mar-66,RUS,3,Tula (RUS),12-Jul-01,1131
54,11.33,1.7,Angela WHITE-MANUEL,10-May-75,USA,1,"Walnut, CA (USA)",22-Apr-01,1129
54,11.33,1.2,Rachelle BOONE-SMITH,30-Jun-81,USA,1,"Bloomington, IN (USA)",12-May-01,1129
54,11.33,0.7,Marion WAGNER,1-Feb-78,GER,4,Stuttgart (GER),30-Jun-01,1129
54,11.33,0,Elva GOULBOURNE,21-Jan-80,JAM,1,Lappeenranta (FIN),15-Jul-01,1129
54,11.33,-1.3,Lucimar Aparecida DE MOURA,22-Mar-74,BRA,1,Rio de Janeiro (BRA),19-Jul-01,1136
54,11.33,0,Johanna MANNINEN,4-Apr-80,FIN,4qf1,"Commonwealth Stadium, Edmonton (CAN)",5-Aug-01,1129
54,11.33,0,Supavadee KHAWPEAG,17-Jul-76,THA,1,Kuala Lumpur (MAS),16-Sep-01,1129
61,11.34,0,Cydonie MOTHERSILL,19-Mar-78,CAY,1,"Orlando, FL (USA)",21-Apr-01,1127
61,11.34,1.8,Marina TRANDENKOVA,7-Jan-67,RUS,3,Kalamata (GRE),2-Jun-01,1127
61,11.34,0.2,Peta-Gaye BARRETT,2-Oct-76,JAM,3,Kingston (JAM),22-Jun-01,1127
61,11.34,0.8,Mireille DONDERS,7-Jul-74,SUI,1,Genève (SUI),30-Jun-01,1127
61,11.34,-0.3,Inger MILLER,12-Jun-72,USA,2,"Crystal Palace, London (GBR)",22-Jul-01,1128
66,11.35,1.4,Olga SHISHIGINA,23-Dec-68,KAZ,1,Almaty (KAZ),2-Jun-01,1125
66,11.35,0.5,Yueqin CHEN,25-Feb-77,CHN,1h4,Chengdu (CHN),28-Jun-01,1125
68,11.36,1.8,Hideko NIHEI-KIJINAMI,2-Jan-71,JPN,1,Kitakami (JPN),14-Jul-01,1123
68,11.36,0.4,Aida DIOP,27-Apr-70,SEN,1,La Chaux-de-Fonds (SUI),19-Aug-01,1123
70,11.37,-0.4,Joan Uduak EKAH,20-Nov-81,NGR,1h2,Torrevieja (ESP),14-Apr-01,1122
70,11.37,-0.6,Susanthika JAYASINGHE,17-Dec-75,SRI,1,Osaka (JPN),12-May-01,1123
70,11.37,0.2,Vida NSIAH,13-Apr-76,GHA,1,Abbotsford (CAN),25-May-01,1120
70,11.37,1.8,Irina PUKHA,10-Jan-73,UKR,4,Kalamata (GRE),2-Jun-01,1120
70,11.37,1.3,Tania WOODS,23-Sep-80,USA,8h,"Eugene, OR (USA)",21-Jun-01,1120
70,11.37,1.9,Amanda FORRESTER,29-Sep-78,GBR,1,Glasgow (GBR),1-Jul-01,1120
70,11.37,1.1,Larisa KRUGLOVA,27-Oct-72,RUS,4,Tula (RUS),12-Jul-01,1120
77,11.38,,Vida ANIM,7-Dec-83,GHA,1,Lagos (NGR),30-Jun-01,1118
78,11.39,0.1,Kinshasa DAVIS,10-Jul-79,USA,3,"Los Angeles, CA (USA)",5-May-01,1116
78,11.39,-0.8,Brianna GLENN,18-Apr-80,USA,1,"Berkeley, CA (USA)",20-May-01,1120
78,11.39,-1.4,Virgen BENAVIDES,31-Dec-74,CUB,3,Arles (FRA),10-Jun-01,1124
81,11.4,1.7,La Quinta MANAHAN,27-Jan-79,USA,1,"Waco, TX (USA)",21-Apr-01,1114
81,11.4,1.7,Shani ANDERSON,7-Aug-75,GBR,2,"Walnut, CA (USA)",22-Apr-01,1114
81,11.4,0.3,Oksana EKK,26-Nov-74,RUS,3,"Blankers-Koen Stadion, Hengelo (NED)",4-Jun-01,1114
81,11.4,0.5,Hanitriniaina RAKOTONDRABE,1-Jan-67,MAD,3,Ottawa (CAN),21-Jul-01,1114
85,11.41,-0.8,Michelle COLLINS,12-Feb-71,USA,4,Chania (GRE),4-Jun-01,1116
85,11.41,,Georgia KOKLONI,7-May-81,GRE,h,Athina (GRE),16-Jun-01,1112
85,11.41,1.6,Katchi HABEL,22-Oct-82,GER,2,Mannheim (GER),16-Jun-01,1112
85,11.41,1.1,Odiah SIDIBE,13-Jan-70,FRA,3,St-Etienne (FRA),30-Jun-01,1112
85,11.41,0.6,Martha ADUSEI,8-Jun-76,CAN,3h7,"Commonwealth Stadium, Edmonton (CAN)",5-Aug-01,1112
90,11.42,0.8,Heide SEYERLING-QUINN,19-Aug-76,RSA,1,Potchefstroom (RSA),12-Feb-01,1110
90,11.42,,Shana ROBINSON,13-Feb-81,USA,1,"Fayetteville, AR (USA)",14-Apr-01,1110
90,11.42,0,Tulia ROBINSON,4-Dec-79,JAM,1,"Auburn, AL (USA)",21-Apr-01,1110
90,11.42,-1.4,Joice MADUAKA,30-Sep-73,GBR,4,Arles (FRA),10-Jun-01,1118
90,11.42,1.3,Nancy CALLAERTS,11-Aug-71,BEL,2,Bruxelles (BEL),1-Jul-01,1110
90,11.42,0.4,Kaori SAKAGAMI-YOSHIDA,12-May-74,JPN,1,Kanazawa (JPN),30-Sep-01,1110
96,11.43,0.3,Dikeledi MOROPANE,12-Mar-76,RSA,3,Pretoria (RSA),23-Mar-01,1108
96,11.43,1.7,Marcia RICHARDSON,10-Feb-72,GBR,2,"Fullerton, CA (USA)",26-Apr-01,1108
96,11.43,1.8,Amber CUMBERBATCH,20-Dec-81,BAR,1,"Springfield, MO (USA)",5-May-01,1108
96,11.43,0.2,Kimesha OTEY,28-May-81,USA,1,"Madison, WI (USA)",12-May-01,1108
96,11.43,0,Danielle CARRUTHERS,22-Dec-79,USA,1h3,"Bloomington, IN (USA)",19-May-01,1108
